datetime,portfolio_value,cash,return
2021-06-11 09:30:00-04:00,100000.0,100000.0,
2021-06-12 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-14 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-15 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-16 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-17 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-18 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-19 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-21 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-22 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-23 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-24 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-25 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-26 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-28 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-29 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-30 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-01 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-02 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-03 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-06 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-07 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-08 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-09 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-10 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-12 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-13 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-14 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-15 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-16 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-17 09:30:00-04:00,100000.0,150141.15112304688,0.0
2021-07-19 09:30:00-04:00,101129.30084228516,150141.15112304688,0.011293008422851525
2021-07-20 09:30:00-04:00,101187.95196533203,150141.15112304688,0.0005799617179036431
2021-07-21 09:30:00-04:00,100422.05154418945,150141.15112304688,-0.007569087092552107
2021-07-22 09:30:00-04:00,100146.05224609375,150141.15112304688,-0.0027483933444065745
2021-07-23 09:30:00-04:00,99826.35238647461,150141.15112304688,-0.0031923361175888454
2021-07-24 09:30:00-04:00,99826.35238647461,150141.15112304688,0.0
2021-07-26 09:30:00-04:00,99620.5014038086,150141.15112304688,-0.0020620905977719595
2021-07-27 09:30:00-04:00,99551.5007019043,150141.15112304688,-0.0006926355612747459
2021-07-28 09:30:00-04:00,99577.95196533203,150141.15112304688,0.0002657043162708206
2021-07-29 09:30:00-04:00,99561.85028076172,150141.15112304688,-0.00016169929439724395
2021-07-30 09:30:00-04:00,99781.5007019043,150141.15112304688,0.002206170541459107
2021-07-31 09:30:00-04:00,99781.5007019043,150141.15112304688,0.0
2021-08-02 09:30:00-04:00,99502.05154418945,150141.15112304688,-0.002800610892290445
2021-08-03 09:30:00-04:00,99720.55084228516,150141.15112304688,0.0021959275683745005
2021-08-04 09:30:00-04:00,99566.45126342773,150141.15112304688,-0.001545314155967148
2021-08-05 09:30:00-04:00,99515.85098266602,150141.15112304688,-0.0005082061288680384
2021-08-06 09:30:00-04:00,99299.65042114258,150141.15112304688,-0.0021725238681935544
2021-08-07 09:30:00-04:00,99299.65042114258,150141.15112304688,0.0
2021-08-09 09:30:00-04:00,99258.25210571289,150141.15112304688,-0.00041690293222695907
2021-08-10 09:30:00-04:00,99241.00280761719,150141.15112304688,-0.00017378200532214283
2021-08-11 09:30:00-04:00,99101.85028076172,150141.15112304688,-0.0014021676818927187
2021-08-12 09:30:00-04:00,99124.85168457031,150141.15112304688,0.00023209863129114439
2021-08-13 09:30:00-04:00,98898.30154418945,150141.15112304688,-0.0022855029443249464
2021-08-14 09:30:00-04:00,98898.30154418945,150141.15112304688,0.0
2021-08-16 09:30:00-04:00,99020.20126342773,150141.15112304688,0.0012325764683007723
2021-08-17 09:30:00-04:00,99053.55224609375,150141.15112304688,0.0003368098856646462
2021-08-18 09:30:00-04:00,99200.75210571289,150141.15112304688,0.001486063409956495
2021-08-19 09:30:00-04:00,99970.10238647461,150141.15112304688,0.007755488385227771
