time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2024-02-12 09:30:00-05:00,MLTrader,d4a39338eaeb4c42beaa4c8433b6b2fc,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2024-02-12 09:30:00-05:00,MLTrader,d4a39338eaeb4c42beaa4c8433b6b2fc,SPY,buy,market,fill,1,gtc,0.0,1,stock,501.1700134277344,100.0,0.0
