2024-07-10 21:36:34,290: asyncio: INFO: [MLTrader] Executing the initialize lifecycle method
2024-07-10 21:36:34,347: alpaca.trading.stream: INFO: connected to: BaseURL.TRADING_STREAM_PAPER
2024-07-10 21:36:34,811: root: INFO: Current backtesting datetime 2020-01-02 08:30:00-05:00
2024-07-10 21:36:34,811: asyncio: INFO: [MLTrader] Executing the before_market_opens lifecycle method
2024-07-10 21:36:34,811: root: INFO: Current backtesting datetime 2020-01-02 09:30:00-05:00
2024-07-10 21:36:34,811: asyncio: INFO: [MLTrader] Executing the before_starting_trading lifecycle method
2024-07-10 21:36:34,812: asyncio: INFO: [MLTrader] Executing the on_trading_iteration lifecycle method at 2024-07-10 21:36:34
2024-07-10 21:36:34,812: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:36:35,569: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:36:36,454: asyncio: INFO: [MLTrader] Trading iteration ended at 2024-07-10 21:36:36
2024-07-10 21:36:36,455: asyncio: INFO: [MLTrader] Sleeping for 86400 seconds
2024-07-10 21:36:36,456: root: INFO: Current backtesting datetime 2020-01-02 16:00:00-05:00
2024-07-10 21:36:36,456: root: INFO: Current backtesting datetime 2020-01-03 09:30:00-05:00
2024-07-10 21:36:36,456: asyncio: INFO: [MLTrader] Executing the on_trading_iteration lifecycle method at 2024-07-10 21:36:36
2024-07-10 21:36:36,456: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:36:36,457: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:36:36,650: asyncio: INFO: [MLTrader] Trading iteration ended at 2024-07-10 21:36:36
2024-07-10 21:36:36,651: asyncio: INFO: [MLTrader] Sleeping for 86400 seconds
2024-07-10 21:36:36,651: root: INFO: Current backtesting datetime 2020-01-03 16:00:00-05:00
2024-07-10 21:36:36,651: root: INFO: Current backtesting datetime 2020-01-04 09:30:00-05:00
2024-07-10 21:36:36,652: asyncio: INFO: [MLTrader] The market is not currently open, skipping this trading iteration
2024-07-10 21:36:36,652: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-07-10 21:36:36,653: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-07-10 21:36:36,653: asyncio: INFO: [MLTrader] Executing the after_market_closes lifecycle method
