datetime,portfolio_value,cash,return
2024-02-12 09:30:00-05:00,100000.0,100000.0,
2024-02-13 09:30:00-05:00,99335.99853515625,49882.99865722656,-0.006640014648437553
2024-02-14 09:30:00-05:00,99561.99951171875,49882.99865722656,0.002275116572996616
2024-02-15 09:30:00-05:00,99811.99951171875,49882.99865722656,0.002510998184308111
2024-02-16 09:30:00-05:00,100052.99987792969,49882.99865722656,0.0024145430147668456
2024-02-17 09:30:00-05:00,100052.99987792969,49882.99865722656,0.0
2024-02-20 09:30:00-05:00,99654.99877929688,49882.99865722656,-0.003977902702751557
2024-02-21 09:30:00-05:00,99425.0,49882.99865722656,-0.0023079502495028104
2024-02-22 09:30:00-05:00,100283.99963378906,49882.99865722656,0.008639674466070613
2024-02-23 09:30:00-05:00,100809.99755859375,49882.99865722656,0.005245083230879244
2024-02-24 09:30:00-05:00,100809.99755859375,49882.99865722656,0.0
2024-02-26 09:30:00-05:00,100712.99743652344,49882.99865722656,-0.0009622073645417784
2024-02-27 09:30:00-05:00,100552.99987792969,49882.99865722656,-0.0015886485624121427
2024-02-28 09:30:00-05:00,100415.99731445312,49882.99865722656,-0.0013624910608622809
2024-02-29 09:30:00-05:00,100689.99938964844,49882.99865722656,0.002728669559863839
