2024-07-10 21:35:25,829: asyncio: INFO: [MLTrader] Executing the initialize lifecycle method
2024-07-10 21:35:25,883: alpaca.trading.stream: INFO: connected to: BaseURL.TRADING_STREAM_PAPER
2024-07-10 21:35:26,324: root: INFO: Current backtesting datetime 2020-01-02 08:30:00-05:00
2024-07-10 21:35:26,325: asyncio: INFO: [MLTrader] Executing the before_market_opens lifecycle method
2024-07-10 21:35:26,325: root: INFO: Current backtesting datetime 2020-01-02 09:30:00-05:00
2024-07-10 21:35:26,325: asyncio: INFO: [MLTrader] Executing the before_starting_trading lifecycle method
2024-07-10 21:35:26,325: asyncio: INFO: [MLTrader] Executing the on_trading_iteration lifecycle method at 2024-07-10 21:35:26
2024-07-10 21:35:26,326: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:35:27,011: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:35:27,872: asyncio: INFO: [MLTrader] Trading iteration ended at 2024-07-10 21:35:27
2024-07-10 21:35:27,873: asyncio: INFO: [MLTrader] Sleeping for 86400 seconds
2024-07-10 21:35:27,873: root: INFO: Current backtesting datetime 2020-01-02 16:00:00-05:00
2024-07-10 21:35:27,874: root: INFO: Current backtesting datetime 2020-01-03 09:30:00-05:00
2024-07-10 21:35:27,874: asyncio: INFO: [MLTrader] Executing the on_trading_iteration lifecycle method at 2024-07-10 21:35:27
2024-07-10 21:35:27,874: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:35:27,874: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:35:28,062: asyncio: INFO: [MLTrader] Trading iteration ended at 2024-07-10 21:35:28
2024-07-10 21:35:28,063: asyncio: INFO: [MLTrader] Sleeping for 86400 seconds
2024-07-10 21:35:28,063: root: INFO: Current backtesting datetime 2020-01-03 16:00:00-05:00
2024-07-10 21:35:28,063: root: INFO: Current backtesting datetime 2020-01-04 09:30:00-05:00
2024-07-10 21:35:28,064: asyncio: INFO: [MLTrader] The market is not currently open, skipping this trading iteration
