2024-07-10 21:21:40,983: asyncio: INFO: [MLTrader] Executing the initialize lifecycle method
2024-07-10 21:21:41,479: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-07-10 21:21:41,495: asyncio: INFO: [MLTrader] Executing the before_market_opens lifecycle method
2024-07-10 21:21:41,496: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-07-10 21:21:41,496: asyncio: INFO: [MLTrader] Executing the before_starting_trading lifecycle method
2024-07-10 21:21:41,496: asyncio: INFO: [MLTrader] Executing the on_trading_iteration lifecycle method at 2024-07-10 21:21:41
2024-07-10 21:21:41,496: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:21:42,035: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:21:42,963: asyncio: INFO: [MLTrader] New order was created: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new
2024-07-10 21:21:42,965: asyncio: INFO: [MLTrader] Trading iteration ended at 2024-07-10 21:21:42
2024-07-10 21:21:42,965: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-07-10 21:21:42,965: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:21:42,965: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:21:42,966: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-07-10 21:21:42,966: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-07-10 21:21:42,966: asyncio: INFO: [MLTrader] Order was filled: market order of | 106.0 SPY buy | at price $469.49 of class bracket with status fill
2024-07-10 21:21:42,968: asyncio: INFO: [MLTrader] Sleeping for 86400 seconds
2024-07-10 21:21:42,969: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-07-10 21:21:42,969: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-07-10 21:21:42,969: asyncio: INFO: [MLTrader] The market is not currently open, skipping this trading iteration
2024-07-10 21:21:42,969: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-07-10 21:21:42,969: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:21:42,970: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:21:42,970: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-07-10 21:21:42,970: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:21:42,970: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:21:42,971: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-07-10 21:21:42,971: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:21:42,971: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:21:42,971: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-07-10 21:21:42,971: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:21:42,971: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:21:42,971: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-07-10 21:21:42,972: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-07-10 21:21:42,972: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:21:42,972: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:21:42,972: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-07-10 21:21:42,972: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:21:42,972: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:21:42,973: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-07-10 21:21:42,973: asyncio: INFO: [MLTrader] Executing the after_market_closes lifecycle method
2024-07-10 21:21:42,973: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-07-10 21:21:42,973: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
