time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2021-07-16 09:30:00-04:00,MLTrader,a9a95b84efda4cb3a1fac740f3eb5154,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2021-07-16 09:30:00-04:00,MLTrader,a9a95b84efda4cb3a1fac740f3eb5154,SPY,sell,market,fill,1,gtc,0.0,1,stock,436.010009765625,115.0,0.0
