datetime,portfolio_value,cash,return
2023-03-04 09:30:00-05:00,97508.09609375,97508.09609375,0.0
2023-03-06 09:30:00-05:00,97508.09609375,97508.09609375,0.0
2023-03-07 09:30:00-05:00,97508.09609375,97508.09609375,0.0
2023-03-08 09:30:00-05:00,97508.09609375,97508.09609375,0.0
2023-03-09 09:30:00-05:00,97508.09609375,97508.09609375,0.0
2023-03-10 09:30:00-05:00,97508.09609375,97508.09609375,0.0
2023-03-11 09:30:00-05:00,97508.09609375,97508.09609375,0.0
2023-03-13 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-03-14 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-03-15 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-03-16 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-03-17 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-03-18 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-03-20 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-03-21 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-03-22 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-03-23 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-03-24 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-03-25 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-03-27 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-03-28 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-03-29 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-03-30 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-03-31 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-04-01 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-04-03 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-04-04 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-04-05 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-04-06 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-04-07 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-04-10 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-04-11 09:30:00-04:00,97316.50783691407,146329.03725585938,-0.0019648446078952553
2023-04-12 09:30:00-04:00,97636.61812744141,146329.03725585938,0.0032893729711693798
2023-04-13 09:30:00-04:00,97204.64754638672,146329.03725585938,-0.004424268162287803
2023-04-14 09:30:00-04:00,97204.64754638672,146329.03725585938,0.0
2023-04-15 09:30:00-04:00,97204.64754638672,146329.03725585938,0.0
2023-04-17 09:30:00-04:00,96875.01885375977,146329.03725585938,-0.0033910795517225756
2023-04-18 09:30:00-04:00,97274.85711059571,146329.03725585938,0.0041273618479447105
