time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2024-04-11 09:30:00-04:00,MLTrader,ed8558032b804072b1f000446bf239d4,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2024-04-11 09:30:00-04:00,MLTrader,ed8558032b804072b1f000446bf239d4,SPY,sell,market,fill,1,gtc,0.0,1,stock,515.6799926757812,97.0,0.0
