2024-07-10 21:06:09,526: asyncio: INFO: [MLTrader] Executing the initialize lifecycle method
2024-07-10 21:06:10,047: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-07-10 21:06:10,047: asyncio: INFO: [MLTrader] Executing the before_market_opens lifecycle method
2024-07-10 21:06:10,048: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-07-10 21:06:10,048: asyncio: INFO: [MLTrader] Executing the before_starting_trading lifecycle method
2024-07-10 21:06:10,048: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-07-10 21:06:10[0m
2024-07-10 21:06:10,049: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:06:10,595: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:06:10,691: asyncio: INFO: [MLTrader] [32mNew order was created: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new[0m
2024-07-10 21:06:10,693: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-07-10 21:06:10[0m
2024-07-10 21:06:10,693: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-07-10 21:06:10,694: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:06:10,694: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:06:10,694: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-07-10 21:06:10,694: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-07-10 21:06:10,695: asyncio: INFO: [MLTrader] [32mOrder was filled: market order of | 106.0 SPY buy | at price $469.49 of class bracket with status fill[0m
2024-07-10 21:06:10,697: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-07-10 21:06:10,699: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-07-10 21:06:10,699: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-07-10 21:06:10,700: asyncio: INFO: [MLTrader] [34mThe market is not currently open, skipping this trading iteration[0m
2024-07-10 21:06:10,700: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-07-10 21:06:10,700: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:06:10,700: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:06:10,700: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-07-10 21:06:10,701: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:06:10,701: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:06:10,701: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-07-10 21:06:10,701: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:06:10,702: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:06:10,702: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-07-10 21:06:10,702: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:06:10,702: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:06:10,703: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-07-10 21:06:10,703: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-07-10 21:06:10,703: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:06:10,703: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:06:10,703: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-07-10 21:06:10,703: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:06:10,704: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:06:10,704: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-07-10 21:06:10,704: asyncio: INFO: [MLTrader] Executing the after_market_closes lifecycle method
2024-07-10 21:06:10,704: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-07-10 21:06:10,704: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:06:10,704: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:06:10,704: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-07-10 21:06:10,704: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:06:10,705: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:06:10,705: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-07-10 21:06:10,705: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:06:10,706: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:06:10,706: asyncio: INFO: [MLTrader] Executing the before_market_opens lifecycle method
2024-07-10 21:06:10,706: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-07-10 21:06:10,706: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:06:10,707: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:06:10,707: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-07-10 21:06:10,707: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:06:10,707: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 21:06:10,708: root: INFO: Current backtesting datetime 2023-12-18 09:30:00-05:00
2024-07-10 21:06:10,708: asyncio: INFO: [MLTrader] Executing the before_starting_trading lifecycle method
2024-07-10 21:06:10,708: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-07-10 21:06:10[0m
2024-07-10 21:06:10,709: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
