2024-07-10 20:51:59,914: asyncio: INFO: [MLTrader] Executing the initialize lifecycle method
2024-07-10 20:52:00,552: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-07-10 20:52:00,554: asyncio: INFO: [MLTrader] Executing the before_market_opens lifecycle method
2024-07-10 20:52:00,554: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-07-10 20:52:00,554: asyncio: INFO: [MLTrader] Executing the before_starting_trading lifecycle method
2024-07-10 20:52:00,555: asyncio: INFO: [MLTrader] Executing the on_trading_iteration lifecycle method at 2024-07-10 20:52:00
2024-07-10 20:52:00,556: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 20:52:01,033: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-10 20:53:07,551: asyncio: INFO: [MLTrader] Executing the on_abrupt_closing event method
2024-07-10 20:53:07,551: root: INFO: Trading finished
